Site_ID,Planned_Kiosk_Type,Installation_Status,PPT_ID,Legacy_ID,Borough,Council_District,Community_Board,Street_Address,Cross_Street_1,Cross_Street_2,IxN_Corner,Postcode,Zoning,Latitude,Longitude,Installation_Complete,Activation_Complete,Neighborhood_Tabulation_Area_(NTA),Building_Identification_Number_(BIN),Borough-Block-Lot_(BBL),Census_Tract_(CT),Location
bk-05-160014,Link5G_NonAd,Live,,,Brooklyn,42,305,699 WILLIAMS AVENUE,WILLIAMS AVENUE,LOUISIANA AVENUE,NE,11207,R6,40.658116,-73.896003,2/27/24,9/5/24,East New York (Pennsylvania Ave),3085986,3038670067,,"(40.658116, -73.8960033)"
bx-05-119598,Link1.0,Live,119598,bx-05-119598,Bronx,14,205,51 EAST TREMONT AVENUE,WALTON AVENUE,MORRIS AVENUE,NE,10453,C1-4,40.851329,-73.908266,10/20/17,1/12/18,Mount Hope,2007940,2028290026,2024100,"(40.851329, -73.908266)"
qu-03-125377,Link1.0,Live,125377,SC90524,Queens,21,403,88-22 37 AVENUE,89th Street,88th Street,SW,11372,C1-2,40.750343,-73.878037,10/29/22,1/17/23,Jackson Heights,4036294,4014760001,,"(40.750343, -73.878037)"
mn-10-119980,Link1.0,Live,119980,mn-10-119980,Manhattan,9,110,2109 FREDERICK DOUGLASS BOULEVARD,WEST 114 STREET,WEST 113 STREET,SW,10026,C1-4,40.803024,-73.956488,9/17/16,10/19/16,Central Harlem South,1055816,1018470060,1019702,"(40.803024, -73.956488)"
mn-09-120261,Link1.0,Live,120261,mn-09-120261,Manhattan,7,109,2939 BROADWAY,WEST 115 STREET,WEST 114 STREET,SW,10025,C1-4,40.807296,-73.964646,2/11/17,3/13/17,Morningside Heights,1057388,1018967501,1020500,"(40.807296, -73.964646)"
mn-02-122267,Link1.0,Live,122267,mn-02-122267,Manhattan,3,102,70 WEST 13 STREET,6 AVENUE,5 AVENUE,SE,10011,C6-2,40.73654,-73.997156,3/19/18,8/1/18,West Village,1080145,1005760010,1006300,"(40.73654, -73.997156)"
bx-02-118973,Link1.0,Live,118973,LINK-014543,Bronx,17,202,848 HUNTS POINT AVENUE,GILBERT PLACE,LAFAYETTE AVENUE,SE,10474,C1-4,40.817655,-73.888462,12/8/21,6/23/22,Hunts Point,2006426,2027620016,2011502,"(40.817655, -73.888462)"
mn-12-120768,Link1.0,Live,120768,mn-12-120768,Manhattan,10,112,1380 ST. NICHOLAS AVENUE,WEST 179 STREET,WEST 180 STREET,NE,10033,C1-4,40.848083,-73.93451,4/14/18,12/7/20,Washington Heights South,1079911,1021530029,1026100,"(40.848083, -73.93451)"
mn-12-120460,Link1.0,Live,120460,mn-12-120460,Manhattan,7,112,1976 AMSTERDAM AVENUE,WEST 158 STREET,WEST 157 STREET,SW,10032,C2-4,40.833447,-73.94174,7/15/16,7/21/16,Washington Heights South,1076742,1021160033,1024100,"(40.833447, -73.94174)"
mn-07-133624,Link1.0,Live,133624,mn-07-133624,Manhattan,6,107,2518 BROADWAY,WEST 94 STREET,WEST 93 STREET,SE,10025,C4-6A,40.793181,-73.972649,6/27/17,8/7/17,Upper West Side,1033652,1012410046,1017900,"(40.793181, -73.972649)"
mn-06-138218,Link1.0,Live,138218,mn-06-138218,Manhattan,4,106,129 EAST 39 STREET,LEXINGTON AVENUE,3 AVENUE,NE,10016,C1-5,40.749503,-73.977195,8/5/17,2/24/18,Murray Hill-Kips Bay,1019477,1008950028,1008000,"(40.749503, -73.977195)"
mn-11-120248,Link1.0,Live,120248,mn-11-120248,Manhattan,8,111,2265 3 AVENUE,EAST 123 STREET,EAST 124 STREET,MIDBLOCK,10035,C4-4,40.802637,-73.936468,6/5/18,12/9/20,East Harlem North,1054630,1017880001,1019400,"(40.802637, -73.936468)"
mn-04-137007,Link1.0,Live,137007,mn-04-137007,Manhattan,3,104,126 8 AVENUE,WEST 16 STREET,WEST 17 STREET,NE,10011,C1-6A,40.741123,-74.00137,4/30/17,5/30/17,Hudson Yards-Chelsea-Flatiron-Union Square,1076135,1007667502,1008100,"(40.741123, -74.00137)"
mn-05-133558,Link1.0,Live,133558,mn-05-133558,Manhattan,4,105,232 MADISON AVENUE,EAST 37 STREET,EAST 38 STREET,NW,10016,C5-2,40.749832,-73.98156,4/30/17,6/14/17,Murray Hill-Kips Bay,1017195,1008670016,1008200,"(40.749832, -73.98156)"
qu-01-145986,Link1.0,Live,145986,LINK-021097,Queens,26,401,38-02 35 AVENUE,STEINWAY STREET,38 STREET,SW,11101,C4-2A,40.75522,-73.922448,10/14/17,2/28/18,Astoria,4010866,4006680005,4015700,"(40.75522, -73.922448)"
mn-04-122406,Link1.0,Live,134852,mn-04-122406,Manhattan,3,104,560 WEST 42 STREET,11 AVENUE,10 AVENUE,SE,10036,C1-9,40.76066,-73.998203,5/19/18,1/18/19,Murray Hill-Kips Bay,1018483,1008880044,1007200,"(40.76066, -73.998203)"
qu-09-126733,Link1.0,Live,126733,qu-09-126733,Queens,32,409,80-10 JAMAICA AVENUE,80 STREET,FOREST PARKWAY,SE,11421,C1-4,40.692106,-73.861994,6/24/17,8/7/17,Woodhaven,4183699,4089190001,4001000,"(40.692106, -73.861994)"
mn-04-122475,Link1.0,Live,122475,mn-04-122475,Manhattan,3,104,747 10 AVENUE,WEST 51 STREET,WEST 50 STREET,SW,10019,C6-3,40.765277,-73.991493,9/23/17,1/8/18,Clinton,1083800,1010799029,1013500,"(40.765277, -73.991493)"
mn-10-137208,Link1.0,Live,137208,mn-10-137208,Manhattan,9,110,2640 FREDERICK DOUGLASS BOULEVARD,WEST 141 STREET,WEST 140 STREET,SE,10030,C1-4,40.820122,-73.943776,11/17/16,12/16/16,Central Harlem North-Polo Grounds,1060395,1020260001,1023000,"(40.820122, -73.943776)"
mn-10-138528,Link1.0,Live,138528,mn-10-138528,Manhattan,9,110,99 WEST 116 STREET,LENOX AVENUE,5 AVENUE,NE,10026,C4-5X,40.801949,-73.949259,12/21/16,2/6/17,Central Harlem South,1085936,1016007501,1019000,"(40.801949, -73.949259)"
qu-02-145785,Link1.0,Live,145785,LINK-018203,Queens,26,402,2116 JACKSON AVENUE,46 ROAD,ARCH STREET,SW,11101,M1-5/R7X,40.744921,-73.947663,3/11/17,3/29/17,Hunters Point-Sunnyside-West Maspeth,4000543,4000720001,4001900,"(40.744921, -73.947663)"
mn-06-121424,Link1.0,Live,121424,mn-06-121424,Manhattan,4,106,681 2 AVENUE,EAST 37 STREET,EAST 36 STREET,SW,10016,C1-9,40.746651,-73.974686,3/18/18,5/17/18,Murray Hill-Kips Bay,1020193,1009170034,1007800,"(40.746651, -73.974686)"
mn-05-121959,Link1.0,Live,121959,mn-05-121959,Manhattan,4,105,23 EAST 51 STREET,MADISON AVENUE,5 AVENUE,NW,10022,C5-3,40.758633,-73.975341,4/30/17,5/26/17,Midtown-Midtown South,1035470,1012870014,1010200,"(40.758633, -73.975341)"
mn-04-107977,Link1.0,Live,107977,mn-04-107977,Manhattan,3,104,221 8 AVENUE,WEST 21 STREET,WEST 22 STREET,NW,10011,C1-6A,40.74426,-73.999398,3/16/16,4/6/16,Hudson Yards-Chelsea-Flatiron-Union Square,1087948,1007457503,1008900,"(40.74426, -73.999398)"
mn-04-122265,Link1.0,Live,122265,mn-04-122265,Manhattan,3,104,571 6 AVENUE,WEST 16 STREET,WEST 15 STREET,SW,10011,C6-2A,40.73864,-73.996057,2/4/18,4/4/18,Hudson Yards-Chelsea-Flatiron-Union Square,1014560,1007910036,1008100,"(40.73864, -73.996057)"
qu-01-145980,Link1.0,Live,145980,LINK-019783,Queens,26,401,39-27 31 STREET,39 AVENUE,40 AVENUE,SE,11101,M1-3/R7X,40.75195,-73.93338,10/14/17,1/9/18,Queensbridge-Ravenswood-Long Island City,4000000,4004010001,4003100,"(40.75195, -73.93338)"
mn-04-134628,Link1.0,Live,134628,mn-04-134628,Manhattan,3,104,675 6 AVENUE,WEST 22 STREET,WEST 21 STREET,SE,10010,C6-2A,40.742126,-73.993522,10/28/17,7/6/18,Hudson Yards-Chelsea-Flatiron-Union Square,1014774,1007970037,1008700,"(40.742126, -73.993522)"
qu-01-125092,Link1.0,Live,125092,qu-01-125092,Queens,22,401,23-55 BROADWAY,CRESCENT STREET,23 STREET,NW,11106,C1-4,40.763553,-73.928514,4/22/17,5/23/17,Astoria,4006566,4005670001,4007500,"(40.763553, -73.928514)"
mn-06-121429,Link1.0,Live,121429,mn-06-121429,Manhattan,4,106,748 2 AVENUE,EAST 40 STREET,EAST 41 STREET,NE,10017,C1-9,40.748579,-73.972961,8/26/17,12/5/17,Turtle Bay-East Midtown,1038645,1013330001,1008800,"(40.748579, -73.972961)"
mn-06-134921,Link1.0,Live,134921,mn-06-134921,Manhattan,2,106,341 3 AVENUE,EAST 25 STREET,EAST 26 STREET,NE,10010,C2-8,40.740218,-73.981988,3/18/18,5/9/18,Murray Hill-Kips Bay,1019821,1009060001,1006600,"(40.740218, -73.981988)"
mn-06-121418,Link1.0,Live,121418,mn-06-121418,Manhattan,4,106,767 2 AVENUE,EAST 41 STREET,EAST 42 STREET,NW,10017,C5-2,40.749292,-73.972751,11/4/17,2/9/18,Turtle Bay-East Midtown,1037546,1013157501,1008800,"(40.749292, -73.972751)"
mn-06-121512,Link1.0,Live,121512,mn-06-121512,Manhattan,4,106,528 3 AVENUE,EAST 35 STREET,EAST 36 STREET,NW,10016,C1-9,40.746539,-73.977688,12/12/19,3/18/20,Murray Hill-Kips Bay,1018910,1008910039,1008000,"(40.746539, -73.977688)"
mn-08-134748,Link1.0,Live,134748,mn-08-134748,Manhattan,5,108,206 EAST 86 STREET,3 AVENUE,2 AVENUE,SE,10028,C2-8A,40.778605,-73.953715,2/22/16,4/15/16,Yorkville,1087920,1015317501,1014601,"(40.778605, -73.953715)"
mn-05-122541,Link1.0,Live,122541,mn-05-122541,Manhattan,3,105,1701 BROADWAY,WEST 54 STREET,WEST 53 STREET,SW,10019,C6-7,40.763978,-73.982629,4/30/16,7/19/16,Midtown-Midtown South,1024839,1010250044,1013100,"(40.763978, -73.982629)"
mn-07-136212,Link1.0,Live,136212,mn-07-136212,Manhattan,6,107,222 WEST 83 STREET,BROADWAY,AMSTERDAM AVENUE,SE,10024,C4-6A,40.786207,-73.977698,3/29/16,4/27/16,Upper West Side,1032769,1012300043,1017100,"(40.786207, -73.977698)"
mn-06-121733,Link1.0,Live,121733,mn-06-121733,Manhattan,4,106,950 3 AVENUE,EAST 57 STREET,EAST 56 STREET,SW,10022,C5-2,40.760135,-73.967774,2/27/16,3/18/16,Turtle Bay-East Midtown,1036882,1013110040,1011203,"(40.760135, -73.967774)"
bk-02-108355,Link1.0,Live,108355,bk-02-108355,Brooklyn,33,302,98 BOND STREET,ATLANTIC AVENUE,PACIFIC STREET,SW,11217,C2-4,40.686812,-73.98497,11/17/17,2/1/18,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,3255607,3001837501,3004100,"(40.686812, -73.98497)"
bk-06-125928,Link1.0,Live,125928,bk-07-125928,Brooklyn,39,306,63 5 AVENUE,ST MARKS AVENUE,PROSPECT PLACE,SE,11217,C1-4,40.680732,-73.977446,4/28/17,6/23/17,Park Slope-Gowanus,3018705,3009350009,3012902,"(40.680732, -73.977446)"
qu-01-145956,Link1.0,Live,145956,LINK-020914,Queens,26,401,48-18 NORTHERN BOULEVARD,34 AVENUE,49 STREET,SE,11101,M1-1,40.753522,-73.914501,9/30/17,11/7/17,Hunters Point-Sunnyside-West Maspeth,4000822,4001200012,4017100,"(40.753522, -73.914501)"
mn-06-136968,Link1.0,Live,136968,mn-06-136968,Manhattan,2,106,129 EAST 29 STREET,LEXINGTON AVENUE,3 AVENUE,NE,10016,C6-2A,40.743229,-73.981797,1/28/17,5/8/17,Murray Hill-Kips Bay,1018253,1008850029,1007200,"(40.743229, -73.981797)"
bk-04-126704,Link1.0,Live,126704,SC90720,Brooklyn,37,304,513 IRVING AVENUE,HALSEY STREET,ELDERT STREET,,11237,R6,40.694474,-73.906284,12/14/22,3/14/23,Bushwick North,3078680,3034060040,3043700,"(40.694474, -73.906284)"
mn-07-121239,Link1.0,Live,121239,mn-07-121239,Manhattan,6,107,236 WEST 81 STREET,BROADWAY,AMSTERDAM AVENUE,SE,10024,C4-6A,40.785021,-73.978807,4/22/16,5/23/16,Upper West Side,1070992,1012287501,1016700,"(40.785021, -73.978807)"
qu-03-125399,Link1.0,Live,125399,qu-03-125399,Queens,25,403,85-10 NORTHERN BOULEVARD,86 STREET,85 STREET,SW,11372,C1-2,40.755835,-73.881778,4/28/18,6/28/18,Jackson Heights,4035201,4014330003,4028100,"(40.755835, -73.881778)"
si-02-146099,Link1.0,Live,146099,LINK-005418,Staten Island,50,502,2154 HYLAN BOULEVARD,ZWICKY AVENUE,MIDLAND AVENUE,SE,10306,C2-1,40.577391,-74.102671,6/29/18,7/19/18,New Dorp-Midland Beach,5053558,5036910011,5011202,"(40.577391, -74.102671)"
mn-11-116230,Link1.0,Live,116230,mn-11-116230,Manhattan,8,111,2119 3 AVENUE,EAST 116 STREET,EAST 115 STREET,SE,10029,C4-4D,40.797709,-73.940035,3/5/16,3/22/16,East Harlem North,1076374,1016650048,1018800,"(40.797709, -73.940035)"
bx-05-119575,LINK1.0,Removed Pending Reinstall,119575,bx-05-119575,Bronx,14,205,2437 GRAND CONCOURSE,EAST 188 STREET,EAST 184 STREET,SW,10468,C4-4,40.861349,-73.898023,7/1/16,7/19/16,Fordham South,2013798,2031650034,2023703,"(40.861349, -73.898023)"
si-02-146098,Link1.0,Live,146098,LINK-018411,Staten Island,50,502,1660 RICHMOND ROAD,BUEL AVENUE,LIBERTY AVENUE,NE,10304,C1-1,40.589488,-74.101271,6/29/18,7/19/18,Old Town-Dongan Hills-South Beach,5050551,5035300001,5011401,"(40.589488, -74.101271)"
qu-01-145951,Link1.0,Live,145951,LINK-019891,Queens,26,401,42-01 BROADWAY,42 STREET,43 STREET,NE,11103,C2-4,40.758221,-73.91723,9/30/17,1/9/18,Astoria,4436925,4006920008,4015500,"(40.758221, -73.91723)"
qu-06-128370,Link1.0,Live,128370,qu-06-128370,Queens,29,406,101-20 QUEENS BOULEVARD,67 DRIVE,67 ROAD,SW,11375,C1-2,40.726082,-73.852197,11/5/16,8/16/17,Forest Hills,4075147,4031710028,4071305,"(40.726082, -73.852197)"
bx-07-119564,Link1.0,Live,119564,bx-07-119564,Bronx,14,207,48 WEST FORDHAM ROAD,GRAND AVENUE,DAVIDSON AVENUE,SE,10468,C1-4,40.862644,-73.903244,8/13/16,9/15/16,Kingsbridge Heights,2014307,2031990021,2025300,"(40.862644, -73.903244)"
bk-09-153360,Link5G_Ad,Live,153360,,Brooklyn,35,309,402 EASTERN PARKWAY,EASTERN PARKWAY,UNION STREET,SW,11225,C8-2,40.669791,-73.955285,9/12/22,12/13/22,Crown Heights South,3032886,3012670001,323,"(40.669791, -73.955285)"
mn-08-121042,Link1.0,Live,121042,mn-08-121042,Manhattan,4,108,40 EAST 80 STREET,MADISON AVENUE,PARK AVENUE,SE,10075,C5-1,40.776918,-73.96154,2/3/18,4/6/18,Upper East Side-Carnegie Hill,1046451,1014910048,1014200,"(40.776918, -73.96154)"
mn-09-134916,Link1.0,Live,134916,mn-09-134916,Manhattan,7,109,601 WEST 111 STREET,BROADWAY,RIVERSIDE DRIVE,NW,10025,C1-4,40.805114,-73.966788,5/1/18,12/7/20,Morningside Heights,1057327,1018940047,1019900,"(40.805114, -73.966788)"
mn-06-121496,Link1.0,Live,121496,mn-06-121496,Manhattan,2,106,395 3 AVENUE,EAST 28 STREET,EAST 29 STREET,NE,10016,C2-8,40.742007,-73.98068,4/23/16,5/17/16,Murray Hill-Kips Bay,1019888,1009090001,1006600,"(40.742007, -73.98068)"
mn-01-122285,Link1.0,Live,122285,mn-01-122285,Manhattan,1,101,30 VARICK STREET,BEACH STREET,LAIGHT STREET,SE,10013,C6-2A,40.720568,-74.006556,8/1/18,10/2/20,SoHo-TriBeCa-Civic Center-Little Italy,1002732,1002127502,1003300,"(40.720568, -74.006556)"
mn-07-107801,Link1.0,Live,107801,mn-07-107801,Manhattan,6,107,243 WEST 99 STREET,BROADWAY,WEST END AVENUE,SW,10025,C1-5,40.796761,-73.970652,7/10/16,7/21/16,Upper West Side,1056456,1018710010,1018700,"(40.796761, -73.970652)"
bk-02-125681,Link1.0,Live,125681,bk-02-125681,Brooklyn,33,302,60 HENRY STREET,CRANBERRY STREET,ORANGE STREET,SW,11201,C1-5,40.699342,-73.992187,12/15/16,2/13/17,Brooklyn Heights-Cobble Hill,3001646,3002210020,3000100,"(40.699342, -73.992187)"
mn-07-121323,Link1.0,Live,121323,mn-07-121323,Manhattan,6,107,1995 BROADWAY,WEST 68 STREET,WEST 67 STREET,NW,10023,C4-7,40.775443,-73.982367,6/17/17,10/6/17,Lincoln Square,1070358,1011397502,1015300,"(40.775443, -73.982367)"
bk-06-126392,Link1.0,Live,126392,bk-06-126392,Brooklyn,39,306,252 COURT STREET,KANE STREET,BUTLER STREET,SW,11231,C1-3,40.68539,-73.994526,8/10/17,11/21/17,Carroll Gardens-Columbia Street-Red Hook,3336007,3003260037,3006700,"(40.68539, -73.994526)"
si-01-152835,Link1.0,Live,,,Staten Island,49,501,700 RICHMOND TERRACE,LAFAYETTE AVENUE,FRANKLIN AVENUE,SE,10301,M3-1,40.644811,-74.095456,10/31/22,2/6/23,West New Brighton-New Brighton-St. George,5001672,5000670107,,"(40.644811, -74.095456)"
qu-12-141547,Link1.0,Live,141547,qu-12-141547,Queens,24,412,90-50 PARSONS BOULEVARD,JAMAICA AVENUE,90 AVENUE,NW,11432,C6-3,40.703452,-73.800352,4/6/23,5/24/23,Jamaica,4208820,4097540034,4024000,"(40.703452, -73.800352)"
bk-06-145895,Link1.0,Live,145895,LINK-021509,Brooklyn,39,306,615 CARROLL STREET,5 AVENUE,4 AVENUE,NW,11215,C1-4,40.675254,-73.981469,7/27/17,9/11/17,Park Slope-Gowanus,3259252,3009590084,3013300,"(40.675254, -73.981469)"
qu-12-124575,Link1.0,Live,124575,SC90572,Queens,24,412,146-02 91 AVENUE,91st Avenue,Archer Avenue,E,11435,C6-2,40.700933,-73.808783,6/14/22,1/27/23,Jamaica,4213973,4099940053,4021200,"(40.700933, -73.808783)"
mn-02-120512,Link1.0,Live,120512,mn-02-120512,Manhattan,3,102,425 6 AVENUE,WEST 9 STREET,WEST 10 STREET,MIDBLOCK,10011,C4-5,40.734393,-73.999152,3/10/18,4/25/18,West Village,1082668,1006060001,1007100,"(40.734393, -73.999152)"
mn-03-138884,Link1.0,Live,138884,mn-03-138884,Manhattan,2,103,180 1 AVENUE,EAST 11 STREET,EAST 10 STREET,SW,10009,C1-5,40.72922,-73.983979,8/12/17,10/6/17,East Village,1077666,1004380009,1003400,"(40.72922, -73.983979)"
mn-01-136177,Link1.0,Live,136177,mn-01-136177,Manhattan,1,101,55 WATER STREET,HANOVER SQUARE,COENTIES SLIP,SW,10004,C6-9,40.70391,-74.009082,11/11/17,2/23/18,Battery Park City-Lower Manhattan,1083346,1000327501,1000900,"(40.70391, -74.009082)"
bx-01-144892,Link1.0,Live,144892,bx-01-144892,Bronx,8,201,442 WILLIS AVENUE,EAST 146 STREET,EAST 145 STREET,NE,10455,C1-4,40.813575,-73.919491,3/4/18,4/20/18,Mott Haven-Port Morris,2000498,2022900001,2004300,"(40.813575, -73.919491)"
qu-12-155138,Link1.0,Live,155138,,Queens,27,412,118-37 GUY R BREWER BLVD,GUY R. BREWER BOULEVARD,164TH STREET,NE,11434,C1-3,40.682676,-73.781852,9/6/22,1/13/23,Baisley Park,,4123540001,,"(40.682676, -73.781852)"
qu-02-145742,Link1.0,Live,145742,LINK-018148,Queens,26,402,65-10 QUEENS BOULEVARD,65 PLACE,65 STREET,SW,11377,C2-3,40.740727,-73.899864,2/25/17,3/20/17,Woodside,4437388,4023920023,4024500,"(40.740727, -73.899864)"
si-02-145727,Link1.0,Live,145727,LINK-005402,Staten Island,50,502,265 NEW DORP LANE,EDISON STREET,JACQUES AVENUE,NE,10306,C2-2,40.57262,-74.113383,12/20/16,2/28/17,New Dorp-Midland Beach,5152363,5036437501,5012200,"(40.57262, -74.113383)"
mn-07-134709,Link1.0,Live,134709,mn-07-134709,Manhattan,6,107,715 COLUMBUS AVENUE,WEST 94 STREET,WEST 95 STREET,MIDBLOCK,10025,C1-9,40.791763,-73.96819,4/30/18,9/30/20,Upper West Side,1079519,1012080001,1018100,"(40.791763, -73.96819)"
mn-12-120736,Link1.0,Live,120736,LINK-013408,Manhattan,10,112,63 SHERMAN AVENUE,THAYER STREET,ARDEN STREET,SW,10040,C1-4,40.863113,-73.926996,2/21/22,5/31/22,Washington Heights North,1064158,1021740024,1028500,"(40.863113, -73.926996)"
mn-08-121750,Link1.0,Live,121750,mn-08-121750,Manhattan,4,108,201 EAST 64 STREET,3 AVENUE,2 AVENUE,NE,10065,C1-9,40.764654,-73.964076,6/30/17,8/3/17,Lenox Hill-Roosevelt Island,1076307,1014197502,1011800,"(40.764654, -73.964076)"
bk-16-156770,Link1.0,Live,,,Brooklyn,41,316,1146 EAST NEW YORK AVENUE,E 98TH STREET,PORTAL STREET,SE,11212,C8-2,40.666393,-73.924173,11/23/22,2/3/23,Brownsville,3080779,3035080012,900,"(40.666393, -73.924173)"
mn-12-111621,Link1.0,Live,111621,mn-12-111621,Manhattan,10,112,1238 ST. NICHOLAS AVENUE,WEST 172 STREET,WEST 173 STREET,NE,10032,C2-4,40.843567,-73.937807,2/3/18,3/29/18,Washington Heights South,1063086,1021290001,1025300,"(40.843567, -73.937807)"
bk-09-126616,Link1.0,Live,126616,bk-09-126616,Brooklyn,35,309,806 FRANKLIN AVENUE,EASTERN PARKWAY,UNION STREET,SW,11225,C1-3,40.670318,-73.958172,12/22/16,2/8/17,Crown Heights South,3029674,3011850039,3021300,"(40.670318, -73.958172)"
mn-04-134551,Link1.0,Live,134551,mn-04-134551,Manhattan,3,104,139 8 AVENUE,WEST 17 STREET,WEST 16 STREET,SW,10011,C1-6A,40.741621,-74.001321,5/26/17,6/28/17,Hudson Yards-Chelsea-Flatiron-Union Square,1013054,1007400037,1008300,"(40.741621, -74.001321)"
mn-12-150314,Link1.0,Live,150314,,Manhattan,10,112,401 West 203rd Street,9 AVENUE,10 AVENUE,N,10034,C2-4,40.861279,-73.919089,9/1/22,10/18/22,Marble Hill-Inwood,,1022000021,,"(40.861279, -73.919089)"
qu-04-145777,Link1.0,Live,145777,LINK-018144,Queens,25,404,79-14 QUEENS BOULEVARD,51 AVENUE,HILLYER STREET,SW,11373,C4-2,40.737777,-73.883978,10/29/22,1/25/23,Elmhurst-Maspeth,4056460,4024530018,4047900,"(40.737777, -73.883978)"
si-02-145807,Link1.0,Live,145807,LINK-018389,Staten Island,50,502,2066 HYLAN BOULEVARD,HUNTER AVENUE,ADAMS AVENUE,NE,10306,C8-1,40.579839,-74.100012,4/10/17,5/25/17,Old Town-Dongan Hills-South Beach,5158060,5036720001,5011201,"(40.579839, -74.100012)"
mn-06-121773,Link1.0,Live,121773,mn-06-121773,Manhattan,4,106,1077 2 AVENUE,EAST 57 STREET,EAST 56 STREET,SW,10022,C1-9,40.759234,-73.965504,4/7/18,6/12/18,Turtle Bay-East Midtown,1090233,1013307502,1010800,"(40.759234, -73.965504)"
mn-12-120468,Link1.0,Live,120468,mn-12-120468,Manhattan,10,112,450 WEST 162 STREET,JUAN PABLO BOULEVARD,JUMEL TERRACE,SE,10032,C1-4,40.835586,-73.939589,11/19/16,12/12/16,Washington Heights South,1062575,1021090088,1024301,"(40.835586, -73.939589)"
bx-01-123217,Link1.0,Live,123217,bx-01-123217,Bronx,17,201,2991 3 AVENUE,EAST 154 STREET,EAST 153 STREET,SW,10455,C4-4,40.81886,-73.914242,1/21/17,3/6/17,Melrose South-Mott Haven North,2089847,2023750043,2006700,"(40.81886, -73.914242)"
mn-07-121229,Link1.0,Live,121229,mn-07-121229,Manhattan,6,107,2220 BROADWAY,WEST 79 STREET,WEST 80 STREET,NE,10024,C4-6A,40.78392,-73.979708,9/8/16,9/30/16,Upper West Side,1032624,1012270013,1016700,"(40.78392, -73.979708)"
bk-07-145865,Link1.0,Live,145865,LINK-021528,Brooklyn,38,307,941 4 AVENUE,36 STREET,37 STREET,SE,11232,C2-4,40.654133,-74.004404,7/15/17,8/23/17,Sunset Park West,3010335,3006970010,3008400,"(40.654133, -74.004404)"
mn-08-136195,Link1.0,Live,136195,mn-08-136195,Manhattan,5,108,1331 1 AVENUE,EAST 71 STREET,EAST 72 STREET,NW,10021,C1-5,40.767282,-73.956537,10/25/17,1/12/18,Lenox Hill-Roosevelt Island,1044862,1014460023,1012600,"(40.767282, -73.956537)"
mn-06-121502,Link1.0,Live,121502,mn-06-121502,Manhattan,2,106,489 3 AVENUE,EAST 33 STREET,EAST 34 STREET,NE,10016,C1-9,40.745116,-73.978416,2/6/16,2/19/16,Murray Hill-Kips Bay,1020103,1009140001,1007000,"(40.745116, -73.978416)"
bk-04-150849,Link1.0,Live,,,Brooklyn,34,304,321 STARR STREET,CYPRESS AVENUE,ST NICHOLAS AVENUE,SW,11237,M1-1,40.708174,-73.920116,3/29/24,5/6/24,Bushwick North,3072636,3031900037,,"(40.7081743, -73.9201161)"
bx-03-118929,Link1.0,Live,118929,bx-03-118929,Bronx,17,203,860 MELROSE AVENUE,EAST 160 STREET,EAST 161 STREET,NE,10451,C1-4,40.823646,-73.91403,6/5/18,7/11/18,Morrisania-Melrose,2001490,2023820001,2014100,"(40.823646, -73.91403)"
bk-03-126647,Link1.0,Live,126647,bk-03-126647,Brooklyn,41,303,1961 FULTON STREET,SARATOGA AVENUE,HULL STREET,NW,11233,C2-4,40.678654,-73.916507,11/11/16,2/24/17,Stuyvesant Heights,3041785,3015360001,3037900,"(40.678654, -73.916507)"
mn-05-121630,Link1.0,Live,121630,mn-05-121630,Manhattan,2,105,31 EAST 26 STREET,MADISON AVENUE,PARK AVENUE SOUTH,NE,10010,C5-3,40.74276,-73.98642,1/29/17,4/14/17,Hudson Yards-Chelsea-Flatiron-Union Square,1016880,1008560024,1005600,"(40.74276, -73.98642)"
mn-03-158821,Link5G_Ad,Live,,,Manhattan,1,103,36 RIVINGTON STREET,RIVINGTON STREET,STANTON STREET,NE,10002,C4-4A,40.72111,-73.991366,10/18/22,2/3/23,,,,,"(40.72111, -73.991366)"
bk-01-146022,Link1.0,Live,146022,LINK-021136,Brooklyn,34,301,2 DEVOE STREET,UNION AVENUE,LORIMER STREET,SE,11211,C2-4,40.71308,-73.951285,12/2/17,2/14/18,North Side-South Side,3068930,3027670009,3051300,"(40.71308, -73.951285)"
qu-03-136656,Link1.0,Live,136656,qu-03-136656,Queens,21,403,93-19 ROOSEVELT AVENUE,94 STREET,93 STREET,NW,11372,C2-4,40.748869,-73.872933,8/5/17,9/8/17,Jackson Heights,4431438,4014810043,4027300,"(40.748869, -73.872933)"
bk-03-145756,Link1.0,Live,145756,LINK-018110,Brooklyn,36,303,1407 FULTON STREET,MARCY AVENUE,BROOKLYN AVENUE,MIDBLOCK,11216,C2-4,40.680197,-73.944903,3/2/17,3/20/17,Bedford,3338749,3018540057,3026900,"(40.680197, -73.944903)"
bx-02-106058,Link5G_Ad,Live,106058,LINK-012171,Bronx,17,202,700 FAILE STREET,SPOFFORD AVENUE,FAILE STREET,NW,10474,R6,40.81474,-73.886191,6/16/22,7/20/22,Hunts Point,2006511,2027630106,2009300,"(40.81474, -73.886191)"
