Site_ID,Planned_Kiosk_Type,Installation_Status,PPT_ID,Legacy_ID,Borough,Council_District,Community_Board,Street_Address,Cross_Street_1,Cross_Street_2,IxN_Corner,Postcode,Zoning,Latitude,Longitude,Installation_Complete,Activation_Complete,Neighborhood_Tabulation_Area_(NTA),Building_Identification_Number_(BIN),Borough-Block-Lot_(BBL),Census_Tract_(CT),Location
mn-11-120214,Link1.0,Live,120214,mn-11-120214,Manhattan,8,111,1888 3 AVENUE,EAST 103 STREET,EAST 102 STREET,SW,10029,C1-5,40.789608,-73.946262,3/19/16,3/28/16,East Harlem South,1080656,1016300038,1016600,"(40.789608, -73.946262)"
bk-08-145032,Link1.0,Live,145032,bk-08-145032,Brooklyn,36,308,656 NOSTRAND AVENUE,BERGEN STREET,ST MARKS AVENUE,SW,11216,C2-4,40.675965,-73.950008,2/3/17,3/8/17,Crown Heights North,3030663,3012190035,3031500,"(40.675965, -73.950008)"
qu-12-123982,Link5G_Ad,Live,123982,LINK-011882,Queens,27,412,204-03 LINDEN BOULEVARD,204 STREET,204 STREET,NE,11412,C1-3,40.695545,-73.748533,9/8/22,6/5/23,Queens Village,4238621,4110760009,4053200,"(40.695545, -73.748533)"
qu-07-137929,Link1.0,Live,137929,35018,Queens,20,407,141-40 NORTHERN BOULEVARD,Parsons Boulevard,Bowne Street,SW,11354,C1-2,40.764482,-73.824018,9/24/22,11/21/22,Flushing,4113394,4050120037,,"(40.764482, -73.824018)"
si-01-154577,Link5G_Ad,Live,,,Staten Island,49,501,45 HYATT STREET,ST MARKS PLACE,CENTRAL AVE,NE,10301,C4-2,40.641769,-74.077691,4/1/23,5/22/23,West New Brighton-New Brighton-St. George,,5000080001,,"(40.641769, -74.077691)"
mn-10-119897,Link1.0,Live,119897,mn-10-119897,Manhattan,9,110,2710 FREDERICK DOUGLASS BOULEVARD,WEST 144 STREET,WEST 145 STREET,NE,10030,C1-4,40.822215,-73.942235,10/3/16,10/19/16,Central Harlem North-Polo Grounds,1060439,1020300001,1023200,"(40.822215, -73.942235)"
mn-03-108511,Link1.0,Live,108511,mn-03-108511,Manhattan,2,103,35 ST. MARKS PLACE,ASTOR PLACE,2 AVENUE,NW,10003,C1-5,40.728756,-73.987914,9/16/17,2/9/18,East Village,1006360,1004500001,1003800,"(40.728756, -73.987914)"
mn-09-111986,Link1.0,Live,111986,mn-09-111986,Manhattan,7,109,3569 BROADWAY,WEST 146 STREET,WEST 147 STREET,NW,10031,C1-4,40.82732,-73.950026,7/14/16,7/20/16,Hamilton Heights,1062398,1020930029,1023300,"(40.82732, -73.950026)"
qu-02-143422,Link1.0,Live,143422,qu-02-143422,Queens,26,402,38-18 QUEENS BOULEVARD,39 STREET,38 STREET,SW,11101,M1-4,40.743823,-73.926455,11/19/16,2/2/17,Hunters Point-Sunnyside-West Maspeth,4003170,4002230036,4017900,"(40.743823, -73.926455)"
qu-04-145897,Link1.0,Live,145897,LINK-019901,Queens,25,404,81-37 BROADWAY,BRITTON AVENUE,PETTIT AVENUE,NW,11373,C1-3,40.743024,-73.882923,8/5/17,8/24/17,Elmhurst,4307385,4015097501,4026902,"(40.743024, -73.882923)"
mn-07-121308,Link1.0,Live,121308,mn-07-121308,Manhattan,6,107,250 WEST 78 STREET,BROADWAY,WEST END AVENUE,SW,10024,C4-6A,40.78326,-73.980848,9/23/17,1/3/18,Upper West Side,1030900,1011690057,1016300,"(40.78326, -73.980848)"
bk-01-145855,Link1.0,Live,145855,LINK-020776,Brooklyn,34,301,103 SEIGEL STREET,MANHATTAN AVENUE,GRAHAM AVENUE,NW,11206,C1-3,40.704496,-73.942989,6/27/17,4/26/18,East Williamsburg,3071403,3030880021,3049100,"(40.704496, -73.942989)"
bk-07-125841,Link1.0,Live,125841,bk-07-125841,Brooklyn,38,307,875 4 AVENUE,33 STREET,32 STREET,NE,11232,C2-4,40.656011,-74.002446,2/24/17,4/13/17,Sunset Park West,3010083,3006800045,3010100,"(40.656011, -74.002446)"
qu-09-145885,Link1.0,Live,145885,LINK-021381,Queens,30,409,76-23 JAMAICA AVENUE,77 STREET,76 STREET,NW,11421,C2-4,40.691734,-73.865015,7/15/17,9/25/17,Woodhaven,4181011,4088400149,4000200,"(40.691734, -73.865015)"
mn-06-121787,Link1.0,Live,121787,mn-06-121787,Manhattan,4,106,300 EAST 52 STREET,2 AVENUE,1 AVENUE,SE,10022,C1-9,40.756018,-73.967467,8/26/17,3/5/18,Turtle Bay-East Midtown,1080463,1013440049,1009800,"(40.756018, -73.967467)"
mn-09-100210,Link1.0,Live,100210,mn-09-100210,Manhattan,7,109,501 WEST 145 STREET,AMSTERDAM AVENUE,BROADWAY,NW,10031,C1-4,40.825446,-73.947868,8/19/16,2/1/17,Hamilton Heights,1061939,1020770029,1022900,"(40.825446, -73.947868)"
mn-10-119941,Link1.0,Live,119941,mn-10-119941,Manhattan,9,110,2430 ADAM CLAYTON POWELL JR. BOULEVARD,WEST 142 STREET,WEST 141 STREET,NW,10030,C1-4,40.819293,-73.941018,2/25/18,11/6/20,Central Harlem North-Polo Grounds,1086083,1020270025,1023000,"(40.819293, -73.941018)"
mn-05-122651,Link1.0,Live,122651,mn-05-122651,Manhattan,4,105,780 7 AVENUE,WEST 51 STREET,WEST 50 STREET,SW,10019,C6-7,40.76164,-73.982996,10/16/16,11/11/16,Midtown-Midtown South,1024811,1010220035,1013100,"(40.76164, -73.982996)"
mn-03-123282,Link1.0,Live,123282,mn-03-123282,Manhattan,2,103,223 2 AVENUE,EAST 14 STREET,EAST 13 STREET,SW,10003,C1-6A,40.732247,-73.985132,10/1/16,10/25/16,East Village,1006906,1004690030,1004000,"(40.732247, -73.985132)"
mn-11-120250,Link1.0,Live,120250,mn-11-120250,Manhattan,8,111,145 EAST 116 STREET,LEXINGTON AVENUE,3 AVENUE,NE,10035,C1-4,40.798646,-73.941422,12/18/16,6/21/17,East Harlem North,1052323,1016440121,1018200,"(40.798646, -73.941422)"
qu-01-146088,Link1.0,Live,146088,LINK-021014,Queens,22,401,25-35 ASTORIA BOULEVARD,27 STREET,CRESCENT STREET,NW,11102,C1-3,40.771055,-73.921496,5/19/18,6/28/18,Old Astoria,4018497,4008610001,4006900,"(40.771055, -73.921496)"
mn-12-120650,Link1.0,Live,120650,mn-12-120650,Manhattan,10,112,1422 ST. NICHOLAS AVENUE,WEST 181 STREET,WEST 182 STREET,NE,10033,C4-4,40.849423,-73.933529,12/5/17,3/12/18,Washington Heights North,1063640,1021540001,1026900,"(40.849423, -73.933529)"
bx-01-146055,Link1.0,Live,146055,LINK-020515,Bronx,8,201,468 BROOK AVENUE,EAST 146 STREET,EAST 147 STREET,SE,10455,C1-4,40.812841,-73.916074,2/12/18,5/31/18,Mott Haven-Port Morris,2090711,2022720005,2004300,"(40.812841, -73.916074)"
mn-07-133634,Link1.0,Live,133634,mn-07-133634,Manhattan,6,107,2482 BROADWAY,WEST 92 STREET,WEST 93 STREET,NE,10025,C4-6A,40.792132,-73.973409,4/10/18,5/31/18,Upper West Side,1033612,1012400024,1017900,"(40.792132, -73.973409)"
mn-03-115304,Link1.0,Live,115304,mn-03-115304,Manhattan,2,103,19 1 AVENUE,EAST 1 STREET,EAST 2 STREET,NW,10003,C2-5,40.72358,-73.98839,4/2/17,6/19/17,East Village,1006096,1004430036,1003602,"(40.72358, -73.98839)"
mn-02-133430,Link1.0,Live,133430,mn-02-133430,Manhattan,1,102,183 CANAL STREET,MOTT STREET,ELIZABETH STREET,NE,10013,C6-1G,40.716869,-73.997578,9/14/16,12/15/16,SoHo-TriBeCa-Civic Center-Little Italy,1002628,1002040035,1004100,"(40.716869, -73.997578)"
qu-02-145783,Link1.0,Live,145783,LINK-018209,Queens,26,402,10-31 JACKSON AVENUE,50 AVENUE,51 AVENUE,MIDBLOCK,11101,C2-5,40.742287,-73.953336,3/4/17,3/22/17,Hunters Point-Sunnyside-West Maspeth,4000229,4000410015,4000700,"(40.742287, -73.953336)"
qu-02-143797,Link1.0,Live,143797,qu-02-143797,Queens,26,402,45-01 35 STREET,QUEENS BOULEVARD,47 AVENUE,SE,11101,M1-4,40.744151,-73.929829,11/5/16,2/7/17,Hunters Point-Sunnyside-West Maspeth,4436685,4002260001,4017900,"(40.744151, -73.929829)"
bx-07-119724,Link5G_Ad,Live,119724,LINK-014674,Bronx,11,207,3177 WEBSTER AVENUE,E 205TH STREET,PARKSIDE PLACE,MIDBLOCK,10467,C2-4,40.87273,-73.875333,6/29/22,9/27/22,Norwood,2017877,2033540047,2042500,"(40.87273, -73.875333)"
mn-06-109579,Link1.0,Live,109579,mn-06-109579,Manhattan,4,106,945 2 AVENUE,EAST 50 STREET,EAST 51 STREET,NW,10022,C1-9,40.755043,-73.968552,10/28/17,2/15/18,Turtle Bay-East Midtown,1038439,1013240023,1009800,"(40.755043, -73.968552)"
bk-01-145892,Link1.0,Live,145892,LINK-020774,Brooklyn,34,301,145 MONTROSE AVENUE,MANHATTAN AVENUE,GRAHAM AVENUE,NW,11206,C1-3,40.707379,-73.943399,7/27/17,1/5/18,East Williamsburg,3071122,3030520026,3050500,"(40.707379, -73.943399)"
bx-02-155725,Link5G_Ad,Live,155725,,Bronx,8,202,751 BRUCKNER BOULEVARD,SOUTHERN BLVD,BRUCKNER BLVD,NW,10455,C8-3,40.814577,-73.89693,10/22/22,12/20/22,Longwood,,2027290090,,"(40.814577, -73.89693)"
mn-10-119952,Link1.0,Live,119952,mn-10-119952,Manhattan,9,110,201 WEST 125 STREET,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,NW,10027,C4-7,40.809186,-73.948591,10/26/16,12/16/16,Central Harlem South,1058660,1019310027,1022200,"(40.809186, -73.948591)"
bx-07-119754,Link1.0,Live,119754,LINK-012989,Bronx,11,207,29 BEDFORD PARK BOULEVARD EAST,BEDFORD PARK BOULEVARD,EAST 204TH STREET,NW,10468,C1-3,40.87301,-73.888541,11/29/21,4/15/22,Bedford Park-Fordham North,2017642,2033210067,2041100,"(40.87301, -73.888541)"
mn-03-123340,Link5G_Ad,Live,123340,SC90323,Manhattan,2,103,553 GRAND STREET,MADISON STREET,JACKSON STREET,SW,10002,C1-5,40.713961,-73.980202,1/19/23,3/27/23,Lower East Side,1003219,1002660065,,"(40.713961, -73.980202)"
mn-05-138326,Link1.0,Live,138326,mn-05-138326,Manhattan,4,105,134 EAST 52 STREET,LEXINGTON AVENUE,PARK AVENUE,SW,10022,C6-6,40.757793,-73.971703,1/28/17,4/10/17,Turtle Bay-East Midtown,1036460,1013060001,1010000,"(40.757793, -73.971703)"
mn-07-135865,Link1.0,Live,135865,mn-07-135865,Manhattan,7,107,2596 BROADWAY,WEST 98 STREET,WEST 97 STREET,SE,10025,C1-5,40.795774,-73.970752,7/18/17,10/10/17,Upper West Side,1056383,1018690044,1018300,"(40.795774, -73.970752)"
mn-05-135179,Link1.0,Live,135179,mn-05-135179,Manhattan,3,105,450 7 AVENUE,WEST 34 STREET,WEST 35 STREET,NW,10001,C6-4,40.751224,-73.990592,5/12/18,1/17/19,Midtown-Midtown South,1014408,1007840041,1010900,"(40.751224, -73.990592)"
mn-04-123504,Link1.0,Live,123504,mn-04-123504,Manhattan,3,104,568 WEST 23 STREET,11 AVENUE,HIGH LINE,SE,10011,C6-3,40.748758,-74.006904,12/19/22,1/24/23,Hudson Yards-Chelsea-Flatiron-Union Square,1012340,1006940065,1009900,"(40.748758, -74.006904)"
mn-05-123137,Link1.0,Live,123137,mn-05-123137,Manhattan,3,105,592 6 AVENUE,WEST 18 STREET,WEST 17 STREET,NE,10011,C6-2A,40.739336,-73.995264,2/4/18,4/4/18,Hudson Yards-Chelsea-Flatiron-Union Square,1015407,1008197502,1005400,"(40.739336, -73.995264)"
mn-06-133896,Link1.0,Live,133896,mn-06-133896,Manhattan,2,106,141 3 AVENUE,EAST 15 STREET,EAST 14 STREET,SE,10003,R7B,40.733841,-73.986634,12/28/15,1/19/16,Gramercy,1019522,1008960048,1004800,"(40.733841, -73.986634)"
mn-06-136356,Link1.0,Live,136356,mn-06-136356,Manhattan,5,106,1001 1 AVENUE,EAST 55 STREET,EAST 54 STREET,NW,10022,C1-5,40.756944,-73.96407,10/20/17,3/8/18,Turtle Bay-East Midtown,1039951,1013470030,1010800,"(40.756944, -73.96407)"
mn-04-139118,Link1.0,Live,139118,mn-04-139118,Manhattan,3,104,498 WEST 53 STREET,10 AVENUE,9 AVENUE,SE,10019,C2-5,40.766437,-73.990262,9/23/17,11/8/17,Clinton,1026740,1010620003,1013300,"(40.766437, -73.990262)"
bk-01-145858,Link1.0,Live,145858,LINK-020768,Brooklyn,33,301,434 MANHATTAN AVENUE,BAYARD STREET,MEEKER AVENUE,SE,11222,M1-2/R6A,40.719511,-73.946853,6/30/17,8/15/17,Greenpoint,3067915,3027240007,3049900,"(40.719511, -73.946853)"
qu-01-145957,Link1.0,Live,145957,LINK-020922,Queens,26,401,43-60 NORTHERN BOULEVARD,45 STREET,44 STREET,NW,11101,M1-1,40.753746,-73.917703,9/30/17,11/7/17,Hunters Point-Sunnyside-West Maspeth,4441943,4001430500,4017100,"(40.753746, -73.917703)"
mn-05-121964,Link1.0,Live,121964,mn-05-121964,Manhattan,4,105,51 EAST 55 STREET,MADISON AVENUE,PARK AVENUE,NE,10022,C5-3,40.760963,-73.973101,3/18/17,5/10/17,Midtown-Midtown South,1035775,1012910051,1010200,"(40.760963, -73.973101)"
mn-11-120221,Link1.0,Live,120221,mn-11-120221,Manhattan,8,111,1966 3 AVENUE,EAST 108 STREET,EAST 109 STREET,NW,10029,C1-5,40.793009,-73.943784,2/27/16,3/22/16,East Harlem South,1052113,1016360033,1017200,"(40.793009, -73.943784)"
mn-08-135088,Link1.0,Live,135088,mn-08-135088,Manhattan,5,108,1284 1 AVENUE,EAST 69 STREET,EAST 68 STREET,SE,10065,C2-8,40.765665,-73.957409,12/7/17,5/11/18,Lenox Hill-Roosevelt Island,1045578,1014630045,1011600,"(40.765665, -73.957409)"
mn-12-111868,Link1.0,Live,111868,mn-12-111868,Manhattan,10,112,1622 ST. NICHOLAS AVENUE,WEST 191 STREET,WEST 192 STREET,NE,10040,C1-4,40.855615,-73.928997,12/1/17,2/20/18,Washington Heights North,1063865,1021610009,1027700,"(40.855615, -73.928997)"
mn-06-121746,Link1.0,Live,121746,mn-06-121746,Manhattan,4,106,988 3 AVENUE,EAST 58 STREET,BEND,SW,10022,C5-2,40.761484,-73.966779,11/18/17,4/11/18,Turtle Bay-East Midtown,1086160,1013137501,1011203,"(40.761484, -73.966779)"
qu-04-145745,Link1.0,Live,145745,LINK-018142,Queens,25,404,86-10 QUEENS BOULEVARD,GRAND AVENUE,54 AVENUE,SW,11373,C1-3,40.736273,-73.877364,2/25/17,6/13/17,Elmhurst,4064656,4028510027,4047500,"(40.736273, -73.877364)"
bk-01-108703,Link1.0,Live,108703,bk-01-108703,Brooklyn,34,301,213 UNION AVENUE,SOUTH 5 STREET,SOUTH 4 STREET,SW,11211,C8-2,40.706822,-73.950529,12/19/17,2/14/18,North Side-South Side,3063527,3024520019,3052700,"(40.706822, -73.950529)"
mn-07-120268,Link1.0,Live,120268,mn-07-120268,Manhattan,7,107,301 WEST 109 STREET,BROADWAY,RIVERSIDE DRIVE,NW,10025,C1-5,40.803721,-73.967381,6/17/16,6/29/16,Morningside Heights,1057315,1018930043,1019500,"(40.803721, -73.967381)"
bx-02-111546,Link1.0,Live,111546,LINK-010253,Bronx,17,202,1025 East 163rd Street,SOUTHERN BOULEVARD,SIMPSON STREET,MIDBLOCK,10459,C4-4,40.821058,-73.89213,2/7/22,4/29/22,Hunts Point,2005788,2027240190,2015900,"(40.821058, -73.89213)"
mn-04-115165,Link1.0,Live,115165,mn-04-115165,Manhattan,3,104,183 7 AVENUE,WEST 21 STREET,WEST 20 STREET,SE,10011,C2-5,40.742674,-73.996549,3/18/18,5/11/18,Hudson Yards-Chelsea-Flatiron-Union Square,1014761,1007960073,1008700,"(40.742674, -73.996549)"
bk-04-127489,Link1.0,Live,127489,14172,Brooklyn,37,304,569 WILSON AVENUE,ELDERT STREET,COVERT STREET,NE,11207,C1-3,40.691042,-73.908632,12/5/22,3/14/23,Bushwick South,3078846,3034110037,3041300,"(40.691042, -73.908632)"
mn-07-121264,Link1.0,Live,121264,mn-07-121264,Manhattan,6,107,500 COLUMBUS AVENUE,WEST 84 STREET,WEST 85 STREET,NW,10024,C1-8A,40.78535,-73.973137,2/8/18,5/1/18,Upper West Side,1032129,1012150029,1016900,"(40.78535, -73.973137)"
qu-04-136653,Link1.0,Live,136653,qu-04-136653,Queens,25,404,77-14 ROOSEVELT AVENUE,78 STREET,77 STREET,SW,11372,C2-3,40.747153,-73.887926,7/8/17,8/25/17,Elmhurst,4036780,4014880006,4026700,"(40.747153, -73.887926)"
qu-03-136452,Link1.0,Live,136452,qu-03-136452,Queens,21,403,88-03 ROOSEVELT AVENUE,88 STREET,89 STREET,NE,11372,C2-3,40.748311,-73.878165,8/19/17,9/8/17,Jackson Heights,4307356,4014760107,4027700,"(40.748311, -73.878165)"
bk-05-145942,Link1.0,Live,145942,LINK-021920,Brooklyn,37,305,3368 FULTON STREET,HEMLOCK STREET,CRESCENT STREET,MIDBLOCK,11208,C1-2,40.683821,-73.87138,9/29/17,12/7/17,Cypress Hills-City Line,3092807,3041470039,3118400,"(40.683821, -73.87138)"
bk-16-145761,Link1.0,Live,145761,LINK-018134,Brooklyn,37,316,2069 FULTON STREET,ROCKAWAY AVENUE,TRUXTON STREET,NE,11233,C2-3,40.678312,-73.910253,3/3/17,4/20/17,Ocean Hill,3000000,3015420006,3036900,"(40.678312, -73.910253)"
mn-06-121358,Link1.0,Live,121358,mn-06-121358,Manhattan,4,106,203 EAST 45 STREET,3 AVENUE,2 AVENUE,NE,10017,C5-3,40.752665,-73.972843,1/8/16,1/27/16,Turtle Bay-East Midtown,1037598,1013190104,1009000,"(40.752665, -73.972843)"
mn-08-138320,Link1.0,Live,138320,mn-08-138320,Manhattan,4,108,165 EAST 66 STREET,3 AVENUE,LEXINGTON AVENUE,NW,10065,C1-9,40.76606,-73.963554,7/29/17,10/16/17,Upper East Side-Carnegie Hill,1042464,1014010033,1012000,"(40.76606, -73.963554)"
mn-05-139461,Link1.0,Live,139461,mn-05-139461,Manhattan,3,105,890 8 AVENUE,WEST 53 STREET,WEST 54 STREET,NE,10019,C6-4,40.764212,-73.984545,4/30/16,5/26/16,Midtown-Midtown South,1024832,1010257502,1013100,"(40.764212, -73.984545)"
qu-07-124356,Link5G_Ad,Live,124356,SC90645,Queens,20,407,138-02 NORTHERN BOULEVARD,UNION STREET,BOWNE STREET,SE,11354,C1-2,40.763832,-73.827919,7/1/22,9/28/22,Flushing,4113289,4050100020,4086500,"(40.763832, -73.827919)"
mn-09-120371,Link1.0,Live,120371,mn-09-120371,Manhattan,7,109,600 WEST 140 STREET,BROADWAY,RIVERSIDE DRIVE,SW,10031,C1-4,40.823326,-73.953041,6/17/16,7/1/16,Hamilton Heights,1062311,1020870097,1022500,"(40.823326, -73.953041)"
mn-03-133426,Link1.0,Live,133426,mn-03-133426,Manhattan,1,103,178 CANAL STREET,MOTT STREET,ELIZABETH STREET,SE,10013,C6-1G,40.716652,-73.997646,9/14/16,12/14/16,Chinatown,1002410,1002010013,1002900,"(40.716652, -73.997646)"
mn-07-107814,Link1.0,Live,107814,mn-07-107814,Manhattan,6,107,2350 BROADWAY,WEST 86 STREET,WEST 85 STREET,SE,10024,C4-6A,40.788002,-73.976551,7/22/16,8/10/16,Upper West Side,1033133,1012330016,1017100,"(40.788002, -73.976551)"
mn-04-134597,Link1.0,Live,134597,mn-04-134597,Manhattan,3,104,555 6 AVENUE,WEST 15 STREET,WEST 16 STREET,NW,10011,C6-2A,40.738302,-73.996296,3/3/18,4/11/18,Hudson Yards-Chelsea-Flatiron-Union Square,1014560,1007910036,1008100,"(40.738302, -73.996296)"
mn-02-133383,Link1.0,Live,133383,20545,Manhattan,1,102,431 CANAL STREET,VARICK STREET,HUDSON STREET,MIDBLOCK,10013,M1-6,40.723013,-74.006771,8/2/18,1/17/19,SoHo-TriBeCa-Civic Center-Little Italy,1002934,1002260001,1003700,"(40.723013, -74.006771)"
mn-06-133531,Link1.0,Live,133531,mn-06-133531,Manhattan,2,106,180 3 AVENUE,EAST 16 STREET,EAST 17 STREET,NW,10003,C1-9A,40.73477,-73.986259,1/8/16,1/27/16,Gramercy,1017822,1008720035,1005000,"(40.73477, -73.986259)"
mn-06-137822,Link1.0,Live,137822,mn-06-137822,Manhattan,4,106,850 2 AVENUE,EAST 45 STREET,EAST 46 STREET,NE,10017,C1-9,40.751834,-73.970593,2/17/18,5/17/18,Turtle Bay-East Midtown,1038781,1013387501,1009000,"(40.751834, -73.970593)"
qu-01-125145,Link1.0,Live,125145,qu-01-125145,Queens,22,401,31-90 STEINWAY STREET,BROADWAY,31 AVENUE,NW,11103,C4-2A,40.759169,-73.91895,4/22/17,5/18/17,Astoria,4010496,4006580001,4015500,"(40.759169, -73.91895)"
mn-07-109544,Link1.0,Live,109544,mn-07-109544,Manhattan,6,107,2150 BROADWAY,WEST 76 STREET,WEST 75 STREET,SE,10023,C4-6A,40.781474,-73.980961,4/6/16,5/26/16,Upper West Side,1088786,1011677502,1016300,"(40.781474, -73.980961)"
mn-09-145960,Link1.0,Live,145960,LINK-018179,Manhattan,7,109,1850 AMSTERDAM AVENUE,WEST 151 STREET,WEST 152 STREET,MIDBLOCK,10031,C2-4,40.829389,-73.944704,10/7/17,1/12/18,Hamilton Heights,1062192,1020830033,1023700,"(40.829389, -73.944704)"
mn-04-123500,Link1.0,Live,123500,mn-04-123500,Manhattan,3,104,210 7 AVENUE,WEST 22 STREET,WEST 23 STREET,NW,10011,C2-5,40.743564,-73.996168,4/8/17,6/5/17,Hudson Yards-Chelsea-Flatiron-Union Square,1014126,1007720044,1009100,"(40.743564, -73.996168)"
mn-12-120719,Link1.0,Live,120719,SC90248,Manhattan,10,112,189 SHERMAN AVENUE,WEST 204 STREET,WEST 207 STREET,,10034,C1-4,40.865079,-73.921665,3/7/23,5/12/23,Marble Hill-Inwood,1064769,1022210017,1029100,"(40.865079, -73.921665)"
mn-06-121680,Link1.0,Live,121680,mn-06-121680,Manhattan,4,106,400 EAST 51 STREET,1 AVENUE,BEEKMAN PLACE,SE,10022,C1-5,40.754371,-73.96565,4/18/18,6/7/18,Turtle Bay-East Midtown,1040116,1013627502,1008603,"(40.754371, -73.96565)"
mn-12-118141,Link1.0,Live,118141,LINK-012592,Manhattan,10,112,1653 ST NICHOLAS AVENUE,FAIRVIEW AVENUE,FORT GEORGE AVENUE,MIDBLOCK,10040,C1-4,40.857032,-73.928367,2/4/22,4/25/22,Washington Heights North,1064072,1021700251,1027900,"(40.857032, -73.928367)"
bx-01-146054,Link1.0,Live,146054,LINK-020497,Bronx,8,201,601 EAST 138 STREET,ST ANN'S AVENUE,CYPRESS AVENUE,MIDBLOCK,10454,C1-4,40.806385,-73.916245,2/12/18,7/11/18,Mott Haven-Port Morris,2003635,2025510065,2002702,"(40.806385, -73.916245)"
bx-05-119610,Link1.0,Live,119610,bx-05-119610,Bronx,14,205,48 WEST BURNSIDE AVENUE,GRAND AVENUE,DAVIDSON AVENUE,SE,10453,C1-4,40.853842,-73.909388,1/25/17,2/8/17,University Heights-Morris Heights,2008631,2028700026,2024300,"(40.853842, -73.909388)"
mn-06-133365,Link1.0,Live,133365,mn-06-133365,Manhattan,4,106,140 EAST 57 STREET,LEXINGTON AVENUE,3 AVENUE,NE,10022,C5-2,40.760631,-73.968671,11/23/16,2/21/17,Turtle Bay-East Midtown,1036887,1013110049,1011203,"(40.760631, -73.968671)"
mn-10-119880,Link1.0,Live,119880,mn-10-119880,Manhattan,9,110,2527 FREDERICK DOUGLASS BOULEVARD,WEST 135 STREET,WEST 136 STREET,NW,10030,C1-4,40.816689,-73.946548,10/14/16,10/31/16,Central Harlem North-Polo Grounds,1059461,1019600011,1022102,"(40.816689, -73.946548)"
bx-01-146075,Link1.0,Live,146075,LINK-020496,Bronx,8,201,250 BROOK AVENUE,EAST 138 STREET,EAST 139 STREET,NE,10454,C1-4,40.807756,-73.919006,3/19/18,5/21/18,Mott Haven-Port Morris,2000054,2022660001,2003900,"(40.807756, -73.919006)"
mn-05-134185,Link1.0,Live,134185,mn-05-134185,Manhattan,3,105,1595 BROADWAY,WEST 48 STREET,WEST 49 STREET,NW,10019,C6-7T,40.760266,-73.984857,5/14/16,7/18/16,Midtown-Midtown South,1076195,1010200046,1012500,"(40.760266, -73.984857)"
bk-02-126433,Link1.0,Live,126433,bk-02-126433,Brooklyn,35,302,395 FLATBUSH AVENUE EXTENSION,FULTON STREET,DEKALB AVENUE,NE,11201,C6-4,40.689026,-73.980862,2/13/17,7/25/17,Fort Greene,3058594,3020930001,3003300,"(40.689026, -73.980862)"
mn-03-138575,Link1.0,Live,138575,mn-03-138575,Manhattan,2,103,192 2 AVENUE,EAST 12 STREET,EAST 13 STREET,NE,10003,C1-5,40.73108,-73.985739,7/8/16,9/19/16,East Village,1082514,1004540001,1004000,"(40.73108, -73.985739)"
mn-05-121624,Link1.0,Live,121624,mn-05-121624,Manhattan,4,105,2 EAST 31 STREET,5 AVENUE,MADISON AVENUE,SE,10016,C5-2,40.746426,-73.985816,2/11/17,6/5/17,Midtown-Midtown South,1016951,1008600001,1007400,"(40.746426, -73.985816)"
mn-07-133408,Link1.0,Live,133408,mn-07-133408,Manhattan,6,107,2120 BROADWAY,WEST 74 STREET,WEST 75 STREET,NE,10023,C4-6A,40.780321,-73.981311,5/5/16,5/26/16,Upper West Side,1030741,1011667501,1016300,"(40.780321, -73.981311)"
mn-10-142632,Link1.0,Live,142632,mn-10-142632,Manhattan,9,110,2327 FREDERICK DOUGLASS BOULEVARD,WEST 124 STREET,WEST 125 STREET,SW,10027,C4-4D,40.810023,-73.951413,9/24/16,10/14/16,Central Harlem South,1059298,1019510022,1025700,"(40.810023, -73.951413)"
qu-02-146061,Link1.0,Live,146061,LINK-021069,Queens,26,402,10-50 44 Drive,11 STREET,10 STREET,SW,11101,M1-4/R7A,40.748497,-73.949855,1/17/18,5/31/18,Hunters Point-Sunnyside-West Maspeth,4000429,4000510024,4000700,"(40.748497, -73.949855)"
mn-07-121379,Public Payphones,Live,121379,SC90256,Manhattan,6,107,139 WEST END AVENUE,,,,10023,R8,40.776177,-73.987283,12/1/71,12/1/71,Lincoln Square,1030923,1011790019,1015500,"(40.776177, -73.987283)"
bx-04-119077,Link1.0,Live,119077,bx-04-119077,Bronx,17,204,271 EAST 161 STREET,MORRIS AVENUE,PARK AVENUE,NE,10451,C2-4,40.825605,-73.918258,5/2/18,6/11/18,East Concourse-Concourse Village,2001921,2024210001,2017300,"(40.825605, -73.918258)"
mn-09-120493,Link1.0,Live,120493,mn-09-120493,Manhattan,9,109,380 WEST 125 STREET,MORNINGSIDE AVENUE,ST NICHOLAS AVENUE,SE,10027,C4-4D,40.811205,-73.953849,4/7/18,8/30/18,Morningside Heights,1087468,1019510004,1020901,"(40.811205, -73.953849)"
bk-09-145833,Link1.0,Live,145833,LINK-019369,Brooklyn,35,309,803 NOSTRAND AVENUE,UNION STREET,EASTERN PARKWAY,NE,11225,C1-3,40.669167,-73.950502,3/24/17,5/19/17,Crown Heights South,3032926,3012690002,3031900,"(40.669167, -73.950502)"
mn-02-123606,Link1.0,Live,123606,mn-02-123606,Manhattan,3,102,98 KING STREET,HUDSON STREET,VARICK STREET,SE,10014,M1-6,40.727978,-74.006987,3/11/17,5/10/17,SoHo-TriBeCa-Civic Center-Little Italy,1009750,1005800039,1003700,"(40.727978, -74.006987)"
