Site ID,Planned Kiosk Type,Installation Status,Street Address,Location,Borough,Installation Complete
bx-02-156328,Link1.0,Live,1251 EAST BAY AVENUE,"(40.808605, -73.886927)",Bronx,07/01/2022
mn-04-140000,Link1.0,Live,748 10 AVENUE,"(40.765159, -73.991312)",Manhattan,09/23/2017
bk-15-143013,Link5G_Ad,Live,2487 CONEY ISLAND AVENUE,"(40.59632, -73.96091)",Brooklyn,
mn-06-121495,Link1.0,Live,154 EAST 29 STREET,"(40.742625, -73.980628)",Manhattan,05/14/2016
mn-04-122068,Link1.0,Live,519 8 AVENUE,"(40.753425, -73.992718)",Manhattan,03/24/2016
bx-07-119707,Link1.0,Live,3159 BAINBRIDGE AVENUE,"(40.874914, -73.879639)",Bronx,11/30/2021
qu-02-145981,Link1.0,Live,43-01 48 AVENUE,"(40.73968, -73.92207)",Queens,10/14/2017
mn-11-132877,Link1.0,Live,210 EAST 106 STREET,"(40.791282, -73.944218)",Manhattan,03/02/2016
bk-03-151829,Link5G_Ad,Live,1184 BEDFORD AVENUE,"(40.683606, -73.954164)",Brooklyn,10/29/2022
mn-09-134414,Link1.0,Live,2853 BROADWAY,"(40.804645, -73.966574)",Manhattan,02/14/2019
mn-07-100260,Link1.0,Live,214 WEST 96 STREET,"(40.794462, -73.971573)",Manhattan,11/04/2016
bx-01-146065,Link1.0,Live,844 ST. ANN'S AVENUE,"(40.822338, -73.909427)",Bronx,03/04/2018
mn-12-120347,Link1.0,Live,3 EDWARD MORGAN PLACE,"(40.834974, -73.945436)",Manhattan,11/19/2016
mn-08-135080,Link1.0,Live,400 EAST 68 STREET,"(40.765119, -73.957694)",Manhattan,01/25/2018
qu-04-124926,Link1.0,Live,77-20 QUEENS BOULEVARD,"(40.738109, -73.885717)",Queens,11/19/2016
qu-02-145779,Link1.0,Live,40-02 QUEENS BOULEVARD,"(40.743555, -73.924156)",Queens,03/04/2017
mn-06-134834,Link1.0,Live,540 2 AVENUE,"(40.742069, -73.977694)",Manhattan,05/12/2018
bk-01-146041,Link1.0,Live,43 NORTH 10 STREET,"(40.721943, -73.959775)",Brooklyn,12/19/2017
mn-06-134971,Link1.0,Live,345 2 AVENUE,"(40.736165, -73.982291)",Manhattan,01/24/2018
bk-01-146018,Link1.0,Live,43 NORTH 11 STREET,"(40.722504, -73.959202)",Brooklyn,12/08/2017
bk-06-145905,Link1.0,Live,220 SMITH STREET,"(40.684304, -73.992184)",Brooklyn,07/31/2017
mn-08-121048,Link1.0,Live,26 EAST 84 STREET,"(40.779561, -73.959954)",Manhattan,04/10/2018
mn-05-134444,Link1.0,Live,831 6 AVENUE,"(40.746619, -73.990241)",Manhattan,10/15/2017
mn-08-120979,Link1.0,Live,201 EAST 66 STREET,"(40.765902, -73.96318)",Manhattan,04/08/2017
bk-12-126950,Link1.0,Live,5022 12TH AVENUE,"(40.63537, -73.9956)",Brooklyn,12/08/2022
bk-09-145844,Link1.0,Live,317 LEFFERTS AVENUE,"(40.662438, -73.950605)",Brooklyn,05/06/2017
mn-10-142812,Link1.0,Live,2307 FREDERICK DOUGLASS BOULEVARD,"(40.809437, -73.95184)",Manhattan,09/17/2016
mn-11-107943,Link1.0,Live,2166 3 AVENUE,"(40.799505, -73.939036)",Manhattan,05/27/2016
mn-09-134111,Link1.0,Live,1760 AMSTERDAM AVENUE,"(40.826707, -73.946665)",Manhattan,03/15/2018
mn-08-128743,Link1.0,Live,228 EAST 86 STREET,"(40.778233, -73.952821)",Manhattan,11/04/2016
mn-06-121669,Link1.0,Live,877 1 AVENUE,"(40.753414, -73.966651)",Manhattan,12/07/2017
bk-06-145870,Link1.0,Live,321 COURT STREET,"(40.68318, -73.995418)",Brooklyn,07/15/2017
bk-08-125707,Link1.0,Live,718 WASHINGTON AVENUE,"(40.676408, -73.96361)",Brooklyn,09/23/2017
mn-05-133359,Link1.0,Live,201 WEST 48 STREET,"(40.759971, -73.984342)",Manhattan,10/22/2016
qu-01-143435,Link1.0,Live,41-01 BROADWAY,"(40.758591, -73.918016)",Queens,05/12/2017
bk-01-146073,Link1.0,Live,153 NORTH 8 STREET,"(40.718513, -73.957231)",Brooklyn,02/26/2018
mn-07-135046,Link1.0,Live,1981 BROADWAY,"(40.774913, -73.982388)",Manhattan,05/10/2017
bk-08-145903,Link1.0,Live,550 VANDERBILT AVENUE,"(40.680426, -73.967999)",Brooklyn,07/31/2017
mn-12-120813,Link1.0,Live,3769 10 AVENUE,"(40.861152, -73.921004)",Manhattan,04/28/2022
si-02-145731,Link1.0,Live,2205 HYLAN BOULEVARD,"(40.576811, -74.103565)",Staten Island,02/19/2017
qu-09-138287,Link1.0,Live,87-06 126 STREET,"(40.70104, -73.824719)",Queens,05/19/2018
mn-03-138537,Link1.0,Live,35 3 AVENUE,"(40.730232, -73.989262)",Manhattan,09/18/2016
mn-08-136195,Link1.0,Live,1331 1 AVENUE,"(40.767282, -73.956537)",Manhattan,10/25/2017
bx-07-145853,Link1.0,Live,2620 BRIGGS AVENUE,"(40.86487, -73.8928)",Bronx,06/24/2017
bk-14-145789,Link1.0,Live,1052 FLATBUSH AVENUE,"(40.645262, -73.958144)",Brooklyn,08/12/2019
qu-09-128721,Link1.0,Live,115-09 JAMAICA AVENUE,"(40.6989, -73.833834)",Queens,05/12/2017
mn-06-121792,Link1.0,Live,300 EAST 49 STREET,"(40.754138, -73.968836)",Manhattan,11/04/2017
mn-07-121191,Link1.0,Live,197 AMSTERDAM AVENUE,"(40.77653, -73.983015)",Manhattan,08/19/2016
si-03-125464,Link1.0,Live,285 MILL ROAD,"(40.561755, -74.112161)",Staten Island,12/20/2016
mn-10-120049,Link1.0,Live,166 WEST 125 STREET,"(40.808793, -73.948125)",Manhattan,11/14/2016
mn-07-120285,Link1.0,Live,2617 BROADWAY,"(40.796566, -73.970619)",Manhattan,10/03/2016
qu-12-141540,Link1.0,Live,163-33 JAMAICA AVENUE,"(40.705143, -73.795897)",Queens,08/27/2016
qu-04-145900,Link1.0,Live,75-32 BROADWAY,"(40.745761, -73.889451)",Queens,08/05/2017
qu-12-118519,Link1.0,Live,150-05 LIBERTY AVENUE,"(40.698051, -73.802253)",Queens,10/21/2022
si-01-155189,Link5G_Ad,Live,1465 FOREST AVENUE,"(40.624318, -74.137389)",Staten Island,10/14/2022
bk-01-146017,Link1.0,Live,45 NORTH 9 STREET,"(40.721383, -73.960352)",Brooklyn,12/08/2017
mn-12-120328,Link1.0,Live,3900 BROADWAY,"(40.837834, -73.941903)",Manhattan,02/14/2022
mn-11-146076,Link1.0,Live,2182 3 AVENUE,"(40.800096, -73.938605)",Manhattan,04/10/2018
bk-02-126839,Link1.0,Live,340 LIVINGSTON STREET,"(40.687814, -73.981284)",Brooklyn,11/13/2016
mn-05-122871,Link1.0,Live,2 WEST 53 STREET,"(40.760474, -73.976099)",Manhattan,10/29/2016
mn-05-122629,Link1.0,Live,1401 6 AVENUE,"(40.764513, -73.977195)",Manhattan,02/18/2017
mn-08-137966,Link1.0,Live,1165 2 AVENUE,"(40.762147, -73.963354)",Manhattan,10/28/2017
mn-02-123559,Link1.0,Live,201 6 AVENUE,"(40.727115, -74.003502)",Manhattan,04/14/2018
mn-05-134626,Link1.0,Live,636 6 AVENUE,"(40.740513, -73.994393)",Manhattan,11/14/2017
bk-16-158984,Link1.0,Live,177 BRISTOL STREET,"(40.667012, -73.911924)",Brooklyn,07/12/2022
mn-06-133527,Link1.0,Live,205 3 AVENUE,"(40.736214, -73.9849)",Manhattan,05/21/2016
mn-09-146114,Link1.0,Live,1467 AMSTERDAM AVENUE,"(40.817157, -73.95337)",Manhattan,08/23/2018
qu-09-124172,Link1.0,Live,80-02 KEW GARDENS ROAD,"(40.713983, -73.830838)",Queens,11/05/2016
mn-07-133635,Link1.0,Live,2495 BROADWAY,"(40.792696, -73.973438)",Manhattan,11/22/2017
mn-07-120266,Link1.0,Live,2781 BROADWAY,"(40.802455, -73.968149)",Manhattan,05/20/2016
mn-05-133689,Link1.0,Live,402 8 AVENUE,"(40.749728, -73.99511)",Manhattan,05/26/2017
mn-06-121671,Link1.0,Live,401 EAST 48 STREET,"(40.752549, -73.966729)",Manhattan,12/08/2017
qu-01-125081,Link1.0,Live,38-04 BROADWAY,"(40.759199, -73.919649)",Queens,04/22/2017
mn-09-146042,Link1.0,Live,1895 AMSTERDAM AVENUE,"(40.830746, -73.943446)",Manhattan,12/06/2017
mn-08-134750,Link1.0,Live,1031 3 AVENUE,"(40.762896, -73.965443)",Manhattan,03/05/2016
si-01-150744,Link5G_Ad,Live,1970 VICTORY BOULEVARD,"(40.612231, -74.130126)",Staten Island,10/13/2022
qu-09-145987,Link1.0,Live,82-02 LEFFERTS BOULEVARD,"(40.707531, -73.831361)",Queens,10/14/2017
bx-06-118932,Link1.0,Live,1848 WEBSTER AVENUE,"(40.846646, -73.901392)",Bronx,06/24/2017
mn-06-121538,Link1.0,Live,300 EAST 45 STREET,"(40.751632, -73.970657)",Manhattan,11/04/2017
qu-09-114647,Link1.0,Live,78-14 JAMAICA AVENUE,"(40.691902, -73.863262)",Queens,05/20/2017
bx-07-145933,Link1.0,Live,2616 JEROME AVENUE,"(40.866765, -73.897803)",Bronx,09/16/2017
mn-10-120042,Link1.0,Live,2013 ADAM CLAYTON POWELL JR. BOULEVARD,"(40.806249, -73.950095)",Manhattan,10/15/2016
mn-05-135518,Link1.0,Live,461 7 AVENUE,"(40.751522, -73.990112)",Manhattan,10/15/2017
qu-12-159527,Link1.0,Live,132-05 MERRICK BOULEVARD,"(40.679058, -73.759677)",Queens,07/07/2022
mn-10-146057,Link1.0,Live,2620 FREDERICK DOUGLASS BOULEVARD,"(40.819549, -73.944183)",Manhattan,02/03/2018
mn-06-134852,Link1.0,Live,170 EAST 33 STREET,"(40.7451, -73.978821)",Manhattan,05/19/2018
mn-06-136617,Link1.0,Live,501 2 AVENUE,"(40.741225, -73.978935)",Manhattan,05/08/2018
bk-08-146009,Link1.0,Live,795 WASHINGTON AVENUE,"(40.672748, -73.962694)",Brooklyn,12/02/2017
qu-01-142874,Link1.0,Live,36-01 BROADWAY,"(40.760095, -73.921216)",Queens,04/22/2017
mn-06-133521,Link1.0,Live,188 3 AVENUE,"(40.735348, -73.985846)",Manhattan,12/28/2015
mn-08-120850,Link1.0,Live,1494 1 AVENUE,"(40.771526, -73.953138)",Manhattan,01/25/2018
mn-05-108540,Link1.0,Live,100 WEST 28 STREET,"(40.746116, -73.990792)",Manhattan,02/24/2018
mn-07-134701,Link1.0,Live,251 WEST 93 STREET,"(40.792887, -73.973447)",Manhattan,08/13/2017
mn-04-107752,Link1.0,Live,400 WEST 42 STREET,"(40.758482, -73.993016)",Manhattan,04/06/2019
mn-12-141128,Link1.0,Live,130 DYCKMAN STREET,"(40.862393, -73.925395)",Manhattan,01/31/2022
mn-08-107873,Link1.0,Live,1220 1 AVENUE,"(40.763855, -73.95876)",Manhattan,12/07/2017
qu-12-158761,Link1.0,Live,145-50 LIBERTY AVENUE,"(40.694038, -73.806908)",Queens,08/03/2022
mn-07-133626,Link1.0,Live,2640 BROADWAY,"(40.797284, -73.969652)",Manhattan,10/15/2017
qu-06-145786,Link1.0,Live,112-04 QUEENS BOULEVARD,"(40.71796, -73.836805)",Queens,03/11/2017
bk-17-146003,Link1.0,Live,3723 CHURCH AVENUE,"(40.65123, -73.942062)",Brooklyn,11/10/2017
bk-09-145833,Link1.0,Live,803 NOSTRAND AVENUE,"(40.669167, -73.950502)",Brooklyn,03/24/2017
qu-06-156982,Link1.0,Live,92-24 QUEENS BOULEVARD,"(40.732391, -73.868198)",Queens,04/14/2023
mn-05-123077,Link1.0,Live,100 EAST 22 STREET,"(40.739409, -73.986712)",Manhattan,03/11/2017
qu-03-134080,Link1.0,Live,77-01 ROOSEVELT AVENUE,"(40.747223, -73.888492)",Queens,07/08/2017
mn-03-123260,Link1.0,Live,72 2 AVENUE,"(40.726263, -73.989248)",Manhattan,09/02/2016
mn-05-137210,Link1.0,Live,410 MADISON AVENUE,"(40.756742, -73.97653)",Manhattan,04/30/2017
bx-05-146097,Link1.0,Live,1 EAST 177 STREET,"(40.850173, -73.910282)",Bronx,06/20/2018
bk-06-117250,Link1.0,Live,304 5 AVENUE,"(40.673534, -73.982789)",Brooklyn,06/27/2017
mn-05-133354,Link1.0,Live,1515 BROADWAY,"(40.757666, -73.985878)",Manhattan,12/18/2016
mn-12-113582,Link1.0,Live,1648 ST. NICHOLAS AVENUE,"(40.856421, -73.928415)",Manhattan,12/01/2017
qu-02-146059,Link1.0,Live,47-43 VERNON BOULEVARD,"(40.74432, -73.953484)",Queens,01/17/2018
qu-09-124777,Link1.0,Live,86-43 LEFFERTS BOULEVARD,"(40.700159, -73.830914)",Queens,05/12/2017
qu-12-124531,Link5G_Ad,Live,152-21 ROCKAWAY BOULEVARD,"(40.67169, -73.7845)",Queens,10/31/2022
qu-02-124996,Link1.0,Live,46-02 GREENPOINT AVENUE,"(40.74218, -73.918733)",Queens,02/25/2017
bk-09-127021,Link1.0,Live,1106 NOSTRAND AVENUE,"(40.660732, -73.950727)",Brooklyn,02/17/2017
qu-04-145788,Link1.0,Live,90-20 QUEENS BOULEVARD,"(40.733342, -73.870838)",Queens,03/11/2017
mn-10-137182,Link1.0,Live,2321 ADAM CLAYTON POWELL JR. BOULEVARD,"(40.816446, -73.942649)",Manhattan,10/29/2016
mn-05-122631,Link1.0,Live,916 7 AVENUE,"(40.766148, -73.979721)",Manhattan,06/11/2017
mn-05-133508,Link1.0,Live,1626 BROADWAY,"(40.760883, -73.984277)",Manhattan,05/26/2016
bk-16-145930,Link1.0,Live,41 SACKMAN STREET,"(40.677845, -73.905901)",Brooklyn,09/17/2017
mn-12-120658,Link1.0,Live,1463 ST. NICHOLAS AVENUE,"(40.850683, -73.93287)",Manhattan,12/05/2017
bk-02-145793,Link1.0,Live,464 GRAND AVENUE,"(40.6822, -73.961648)",Brooklyn,03/06/2017
bx-02-145646,Link1.0,Live,890 HUNTS POINT AVENUE,"(40.819328, -73.88947)",Bronx,11/23/2021
mn-06-138462,Link1.0,Live,199 EAST 25 STREET,"(40.740246, -73.982383)",Manhattan,04/23/2016
mn-04-138822,Link1.0,Live,314 11 AVENUE,"(40.753067, -74.003811)",Manhattan,08/07/2018
mn-07-133393,Link1.0,Live,2245 BROADWAY,"(40.784712, -73.979564)",Manhattan,11/05/2016
mn-10-137181,Link1.0,Live,2346 FREDERICK DOUGLASS BOULEVARD,"(40.81069, -73.950658)",Manhattan,09/24/2016
mn-05-122053,Link1.0,Live,1256 BROADWAY,"(40.748139, -73.988101)",Manhattan,11/12/2016
bk-01-143982,Link1.0,Live,32 GRAHAM AVENUE,"(40.70193, -73.942239)",Brooklyn,07/01/2017
bk-07-125840,Link1.0,Live,4201 4 AVENUE,"(40.65039, -74.008285)",Brooklyn,04/10/2018
mn-08-134748,Link1.0,Live,206 EAST 86 STREET,"(40.778605, -73.953715)",Manhattan,02/22/2016
mn-06-138062,Link1.0,Live,201 EAST 40 STREET,"(40.749301, -73.974818)",Manhattan,11/19/2016
mn-04-122427,Link1.0,Live,125 WEST 14 STREET,"(40.737906, -73.997921)",Manhattan,09/24/2016
mn-05-122609,Link1.0,Live,870 8 AVENUE,"(40.763616, -73.984987)",Manhattan,10/01/2016
mn-12-111656,Link1.0,Live,1536 ST. NICHOLAS AVENUE,"(40.852857, -73.931007)",Manhattan,12/01/2017
qu-09-145878,Link1.0,Live,86-56 111 STREET,"(40.697047, -73.837293)",Queens,07/15/2017
mn-07-121235,Link1.0,Live,2300 BROADWAY,"(40.786519, -73.977765)",Manhattan,06/17/2017
qu-03-139608,Link1.0,Live,37-69 80 STREET,"(40.747603, -73.885751)",Queens,08/31/2017
mn-05-121613,Link1.0,Live,1 EAST 33 STREET,"(40.747737, -73.984833)",Manhattan,01/29/2017
mn-09-120571,Link1.0,Live,477 WEST 141 STREET,"(40.822663, -73.949259)",Manhattan,03/19/2018
mn-07-121323,Link1.0,Live,1995 BROADWAY,"(40.775443, -73.982367)",Manhattan,06/17/2017
mn-07-133629,Link1.0,Live,2396 BROADWAY,"(40.789424, -73.975391)",Manhattan,11/22/2017
bk-08-145920,Link1.0,Live,751 BERGEN STREET,"(40.67854, -73.96373)",Brooklyn,08/31/2017
mn-07-136462,Link1.0,Live,2121 BROADWAY,"(40.780819, -73.981571)",Manhattan,09/25/2017
qu-09-124793,Link1.0,Live,102-61 JAMAICA AVENUE,"(40.695248, -73.84311)",Queens,05/20/2017
qu-12-141550,Link1.0,Live,166-01 JAMAICA AVENUE,"(40.705993, -73.793755)",Queens,08/27/2016
bk-14-145929,Link1.0,Live,43 SNYDER AVENUE,"(40.648689, -73.955962)",Brooklyn,09/17/2017
qu-06-145845,Link1.0,Live,108-36 QUEENS BOULEVARD,"(40.720671, -73.842845)",Queens,05/20/2017
bk-18-160060,Link5G_NonAd,Live,1070 EAST 104TH STREET,"(40.64387, -73.89197)",Brooklyn,06/06/2024
mn-11-120309,Link1.0,Live,2397 2 AVENUE,"(40.801405, -73.934704)",Manhattan,03/19/2018
qu-07-103162,Link5G_Ad,Live,4228 MAIN STREET,"(40.75423, -73.82805)",Queens,10/13/2022
bk-08-125716,Link1.0,Live,271 FLATBUSH AVENUE,"(40.679568, -73.97406)",Brooklyn,11/03/2017
mn-12-111857,Link1.0,Live,1617 ST. NICHOLAS AVENUE,"(40.855416, -73.929403)",Manhattan,12/01/2017
bx-01-119011,Link1.0,Live,548 EAST 138 STREET,"(40.80682, -73.917657)",Bronx,06/05/2018
mn-05-137211,Link1.0,Live,240 Park Ave S,"(40.73797, -73.988584)",Manhattan,11/18/2017
bk-02-126838,Link1.0,Live,275 LIVINGSTON STREET,"(40.688449, -73.982472)",Brooklyn,11/11/2016
mn-01-109612,Link1.0,Live,67 READE STREET,"(40.715027, -74.006772)",Manhattan,08/02/2018
mn-04-135516,Link1.0,Live,129 9 AVENUE,"(40.7436, -74.003588)",Manhattan,12/07/2017
si-02-145835,Link1.0,Live,1630 RICHMOND ROAD,"(40.589908, -74.100904)",Staten Island,04/10/2017
mn-03-139034,Link1.0,Live,220 1 AVENUE,"(40.730767, -73.982847)",Manhattan,02/17/2018
mn-05-136213,Link1.0,Live,382 8 AVENUE,"(40.749122, -73.995553)",Manhattan,03/18/2016
bx-01-145916,Link1.0,Live,197 LINCOLN AVENUE,"(40.810159, -73.927886)",Bronx,08/31/2017
qu-12-141542,Link1.0,Live,160-12 JAMAICA AVENUE,"(40.703928, -73.79847)",Queens,12/20/2016
bk-07-125841,Link1.0,Live,875 4 AVENUE,"(40.656011, -74.002446)",Brooklyn,02/24/2017
mn-03-108516,Link1.0,Live,133 1 AVENUE,"(40.727794, -73.985325)",Manhattan,04/08/2017
bk-02-145877,Link1.0,Live,219 COURT STREET,"(40.686571, -73.993785)",Brooklyn,07/20/2017
mn-06-121370,Link1.0,Live,200 EAST 46 STREET,"(40.753196, -73.972445)",Manhattan,02/07/2016
bk-03-145748,Link1.0,Live,549 CLASSON AVENUE,"(40.681853, -73.958535)",Brooklyn,02/27/2017
mn-07-120273,Link1.0,Live,240 WEST 102 STREET,"(40.798538, -73.969279)",Manhattan,07/20/2016
bk-08-145990,Link1.0,Live,634 FRANKLIN AVENUE,"(40.676714, -73.955858)",Brooklyn,11/03/2017
mn-07-121312,Link1.0,Live,246 WEST 80 STREET,"(40.784608, -73.979776)",Manhattan,11/04/2016
mn-03-123820,Link1.0,Live,54 2 AVENUE,"(40.725641, -73.989698)",Manhattan,09/02/2016
mn-05-122532,Link1.0,Live,1725 BROADWAY,"(40.764672, -73.982363)",Manhattan,05/14/2016
mn-08-120942,Link1.0,Live,21 EAST 66 STREET,"(40.768093, -73.968364)",Manhattan,01/29/2017
mn-09-120436,Link1.0,Live,3560 BROADWAY,"(40.827117, -73.949738)",Manhattan,11/02/2016
qu-01-125105,Link1.0,Live,45-02 30 AVENUE,"(40.761913, -73.910939)",Queens,05/06/2017
qu-02-141148,Link1.0,Live,10-93 JACKSON AVENUE,"(40.743184, -73.951617)",Queens,03/11/2017
mn-12-120792,Link1.0,Live,4180 BROADWAY,"(40.84787, -73.937781)",Manhattan,02/18/2022
qu-01-125071,Link1.0,Live,48-12 BROADWAY,"(40.755764, -73.912336)",Queens,04/22/2017
mn-05-134490,Link1.0,Live,750 6 AVENUE,"(40.743971, -73.991883)",Manhattan,10/28/2017
mn-07-133628,Link1.0,Live,2618 BROADWAY,"(40.796425, -73.970279)",Manhattan,07/07/2017
bx-07-108745,Link1.0,Live,3037 WEBSTER AVENUE,"(40.869906, -73.879279)",Bronx,12/10/2021
bk-01-146091,Link1.0,Live,178 BROADWAY,"(40.7099, -73.96244)",Brooklyn,06/05/2018
mn-06-134680,Link1.0,Live,81 LEXINGTON AVENUE,"(40.741481, -73.983198)",Manhattan,06/11/2017
bx-07-119712,Link1.0,Live,359 EAST 204 STREET,"(40.871796, -73.877356)",Bronx,12/09/2021
qu-12-124571,Link5G_Ad,Live,94-20 SUTPHIN BOULEVARD,"(40.698501, -73.806622)",Queens,11/18/2022
bx-01-146062,Link1.0,Live,624 MELROSE AVENUE,"(40.818017, -73.916791)",Bronx,02/25/2018
mn-08-134742,Link1.0,Live,1330 3 AVENUE,"(40.772477, -73.958767)",Manhattan,03/05/2016
bk-01-140788,Link1.0,Live,326 GRAHAM AVENUE,"(40.713913, -73.944206)",Brooklyn,04/08/2017
mn-12-120445,Link1.0,Live,581 WEST 161 STREET,"(40.836501, -73.942787)",Manhattan,07/08/2016
qu-01-145958,Link1.0,Live,29-37 40 ROAD,"(40.751149, -73.934943)",Queens,09/30/2017
qu-06-107629,Link5G_Ad,Live,94-03 63 DRIVE,"(40.728832, -73.863243)",Queens,01/26/2023
mn-05-135652,Link1.0,Live,119 5 AVENUE,"(40.739166, -73.991199)",Manhattan,11/14/2017
mn-04-122605,Link1.0,Live,308 WEST 51 STREET,"(40.763051, -73.98583)",Manhattan,10/15/2016
qu-09-145984,Link1.0,Live,91-03 JAMAICA AVENUE,"(40.693166, -73.853678)",Queens,10/14/2017
mn-06-134561,Link1.0,Live,416 3 AVENUE,"(40.743035, -73.980242)",Manhattan,06/30/2017
bk-04-155232,Link1.0,Live,338 WILSON AVENUE,"(40.695642, -73.917121)",Brooklyn,08/10/2022
mn-08-119832,Link1.0,Live,1644 3 AVENUE,"(40.782766, -73.951257)",Manhattan,02/22/2016
qu-06-124180,Link1.0,Live,110-44 QUEENS BOULEVARD,"(40.719293, -73.839741)",Queens,07/20/2016
bx-05-116218,Link1.0,Live,2461 WEBSTER AVENUE,"(40.860215, -73.893059)",Bronx,05/12/2016
mn-01-109587,Link1.0,Live,249 CHURCH STREET,"(40.717726, -74.00561)",Manhattan,04/19/2018
mn-04-135464,Link1.0,Live,655 6 AVENUE,"(40.741515, -73.993963)",Manhattan,02/24/2018
bk-09-127022,Link1.0,Live,1208 NOSTRAND AVENUE,"(40.65774, -73.950407)",Brooklyn,02/17/2017
mn-02-135935,Link1.0,Live,325 HUDSON STREET,"(40.726889, -74.007487)",Manhattan,12/14/2020
bx-05-113539,Link1.0,Live,70 WEST BURNSIDE AVENUE,"(40.854346, -73.910218)",Bronx,12/06/2016
bk-02-145910,Link1.0,Live,66 SMITH STREET,"(40.689408, -73.988729)",Brooklyn,07/27/2017
mn-07-121298,Link1.0,Live,2477 BROADWAY,"(40.792255, -73.973761)",Manhattan,02/26/2018
mn-09-134699,Link1.0,Live,3647 BROADWAY,"(40.829809, -73.948201)",Manhattan,02/25/2018
mn-10-120046,Link1.0,Live,2215 ADAM CLAYTON POWELL JR. BOULEVARD,"(40.812611, -73.945458)",Manhattan,12/06/2016
mn-10-136677,Link1.0,Live,2079 FREDERICK DOUGLASS BOULEVARD,"(40.80235, -73.95698)",Manhattan,10/08/2016
mn-02-123586,Link1.0,Live,118 VARICK STREET,"(40.724925, -74.005795)",Manhattan,07/31/2018
bk-16-156770,Link1.0,Live,1146 EAST NEW YORK AVENUE,"(40.666393, -73.924173)",Brooklyn,11/23/2022
qu-02-145778,Link1.0,Live,63-14 QUEENS BOULEVARD,"(40.740962, -73.901886)",Queens,03/04/2017
mn-10-119886,Link1.0,Live,2660 FREDERICK DOUGLASS BOULEVARD,"(40.820796, -73.943285)",Manhattan,11/14/2016
bk-05-145931,Link1.0,Live,2631 FULTON STREET,"(40.677222, -73.897464)",Brooklyn,09/17/2017
mn-06-121795,Link1.0,Live,944 2 AVENUE,"(40.755015, -73.968276)",Manhattan,05/19/2018
mn-06-134535,Link1.0,Live,380 2 AVENUE,"(40.737088, -73.981368)",Manhattan,09/28/2017
qu-06-145767,LINK1.0,Removed Pending Reinstall,98-22 QUEENS BOULEVARD,"(40.728067, -73.857446)",Queens,03/04/2017
bk-07-125846,Link1.0,Live,968 4 AVENUE,"(40.653711, -74.005258)",Brooklyn,04/28/2017
bx-02-113121,Link1.0,Live,809 SOUTHERN BOULEVARD,"(40.816952, -73.895711)",Bronx,03/10/2022
qu-09-145794,Link1.0,Live,82-37 KEW GARDENS ROAD,"(40.711072, -73.82816)",Queens,03/11/2017
mn-04-134553,Link1.0,Live,180 7 AVENUE,"(40.7427, -73.9968)",Manhattan,08/19/2017
bk-01-145861,Link1.0,Live,1049 MANHATTAN AVENUE,"(40.734684, -73.955096)",Brooklyn,06/30/2017
mn-03-158275,Link5G_Ad,Live,94 HESTER STREET,"(40.716388, -73.99267)",Manhattan,10/08/2022
bk-14-126362,Link1.0,Live,1626 CORTELYOU ROAD,"(40.641858, -73.962836)",Brooklyn,12/02/2017
bk-03-145816,Link1.0,Live,1741 FULTON STREET,"(40.679381, -73.929834)",Brooklyn,03/19/2017
BK-16-126473,Link1.0,Live,2009 EASTERN PARKWAY,"(40.679976, -73.905765)",Brooklyn,11/27/2023
bx-01-146045,Link1.0,Live,563 ST. ANN'S AVENUE,"(40.814471, -73.912954)",Bronx,01/14/2018
mn-05-122853,Link1.0,Live,1 WEST 56 STREET,"(40.762468, -73.974732)",Manhattan,10/29/2016
qu-03-136703,Link1.0,Live,92-03 ROOSEVELT AVENUE,"(40.748708, -73.874393)",Queens,08/31/2017
mn-05-133695,Link1.0,Live,233 5 AVENUE,"(40.744175, -73.987549)",Manhattan,08/12/2017
qu-01-146035,Link1.0,Live,32-50 50 STREET,"(40.754488, -73.911687)",Queens,12/15/2017
mn-05-107760,Link1.0,Live,3 WEST 31 STREET,"(40.746709, -73.986207)",Manhattan,07/29/2017
qu-06-124200,LINK1.0,Removed Pending Reinstall,98-04 QUEENS BOULEVARD,"(40.728299, -73.858076)",Queens,11/05/2016
mn-05-136609,Link1.0,Live,775 6 AVENUE,"(40.744933, -73.991472)",Manhattan,10/07/2017
mn-04-122466,Link1.0,Live,703 10 AVENUE,"(40.763385, -73.99287)",Manhattan,10/07/2017
mn-07-134281,Link1.0,Live,410 COLUMBUS AVENUE,"(40.78254, -73.975184)",Manhattan,03/14/2018
mn-06-121489,Link1.0,Live,172 EAST 24 STREET,"(40.739531, -73.982889)",Manhattan,04/30/2016
qu-01-146090,Link1.0,Live,28-11 ASTORIA BOULEVARD,"(40.770747, -73.920354)",Queens,05/19/2018
mn-05-122211,Link1.0,Live,59 WEST 28 STREET,"(40.746005, -73.99029)",Manhattan,08/19/2017
mn-06-121416,Link1.0,Live,743 2 AVENUE,"(40.748513, -73.973319)",Manhattan,08/26/2017
mn-08-135076,Link1.0,Live,1126 1 AVENUE,"(40.761267, -73.96062)",Manhattan,04/04/2018
mn-03-121470,Link1.0,Live,224 2 AVENUE,"(40.732206, -73.984823)",Manhattan,03/19/2017
bk-16-127126,Link5G_Ad,Live,1572 PITKIN AVENUE,"(40.668898, -73.915594)",Brooklyn,11/10/2022
